DESHARNAIS

4

$TEAMEXP,$MANAGEREXP,$YEAREND,$LENGTH,$TRANSACTIONS,$ENTITIES,$POINTSNONADJUST,$ADJUSTMENT,$POINTSADJUST,$LANGUAGE,$EFFORT
-5/17,59/17,1459/17,588/17,260,4192/17,8612/17,817/17,9747/17,1,291347/17

53/25,83/50,4261/50,39/2,4448/25,7583/25,12031/25,2071/50,513,1,385637/50

0.701219512195,0.701219512195,86.7012195122,9.60975609756,71.756097561,93.9085365854,165.664634146,23.9756097561,148.524390244,1,2654.1097561
2/9,2/9,776/9,52/9,89,815/9,1616/9,302/9,1604/9,1,24913/9

1.92441860465,2.38372093023,85.3837209302,18.2325581395,270.779069767,112.837209302,383.61627907,30.9186046512,371.912790698,1.69186046512,7573.34883721
3.68181818182,1.21212121212,84.2121212121,20.5757575758,182.909090909,101.121212121,284.03030303,25.0606060606,257.681818182,1.10606060606,4604.51515152
0.587155963303,-0.119266055046,85.1743119266,16.4220183486,135.183486239,115.403669725,250.587155963,26.6972477064,225.917431193,2.29357798165,2975.12844037
1.58385093168,1.37577639752,87.1677018634,6.95341614907,128.704968944,68.5590062112,197.263975155,34.6708074534,193.52484472,2.79192546584,1335.56521739
1.73282442748,0.86641221374,86,16.2633587786,184.404580153,125.064885496,309.469465649,34.3320610687,307.332061069,1,6315.60305344
0.733944954128,0.366972477064,86,9.77064220183,193.394495413,121.568807339,314.963302752,31.8348623853,304.834862385,1,4882.21100917
8/5,8/5,431/5,57/5,394/5,526/5,184,89/5,783/5,11/5,15533/5

2.80612244898,2.80612244898,86.6020408163,10.193877551,126.642857143,91.5306122449,218.173469388,29.4591836735,212.081632653,2.60204081633,2766.07142857
2.41573033708,3.29213483146,87.4157303371,13.6629213483,239.775280899,161.06741573,400.842696629,46.4494382022,452.887640449,1.70786516854,6861.88764045
1.94285714286,3.52857142857,86.9428571429,11.7714285714,189.414285714,174.071428571,363.485714286,41.9571428571,396.142857143,1.47142857143,5900.3
1,1,1641/19,221/19,2177/19,3695/38,8049/38,444/19,7097/38,69/38,52962/19

1,1,87.4906832298,10.5093167702,79.7888198758,67.4968944099,147.285714286,24.4906832298,131.211180124,1.25465838509,2365.50310559
94/33,71/33,85,173/11,1801/11,5519/33,10922/33,1127/33,10838/33,1,318542/33

212/63,103/63,85,314/21,902/7,12310/63,20428/63,2119/63,20170/63,1,60676/9

26/11,5/11,955/11,116/11,2154/11,1138/11,3292/11,280/11,3007/11,20/11,64253/11

3.82051282051,6.28205128205,86.0897435897,12.7307692308,82.9102564103,77.2307692308,160.141025641,15.2564102564,130.58974359,1.08974358974,2067.87179487
2,67/46,4023/46,753/92,18659/92,1586/23,25003/92,2801/92,23947/92,1,178409/46

2,49/72,6241/72,337/48,19093/144,1889/12,41761/144,543/16,41449/144,1,88781/24

265/96,3,85,599/96,1491/16,5233/96,14179/96,1375/48,13151/96,1,99225/32

2.23717948718,3,85,6.76282051282,108.884615385,66.5448717949,175.429487179,21.3205128205,150.070512821,1,3023.86538462
1.63492063492,2.45238095238,86,20.3492063492,412.214285714,165.936507937,578.150793651,37.0793650794,600.380952381,1.81746031746,11722.2777778
0.223684210526,0.335526315789,86,6.23684210526,177.243421053,103.842105263,281.085526316,25.7894736842,261.684210526,1.11184210526,3458.78289474
26/7,4,597/7,250/7,5977/7,1578/7,7555/7,227/7,7394/7,9/7,20856

2.88118811881,4,86.1188118812,34.8811881188,760.133663366,180.024752475,940.158415842,27.8465346535,882.168316832,2.11881188119,11863.5445545
1.33070866142,2.66141732283,85.3346456693,13.3149606299,124.476377953,154.606299213,279.082677165,33.6653543307,275.078740157,1,5332.26377953
0.524475524476,1.04895104895,85.7377622378,7.67132867133,168.416083916,136.062937063,304.479020979,33.2622377622,299.265734266,1,5515.68181818
2.109375,2.6640625,86.5546875,9.5546875,120.59375,48.5390625,169.1328125,17.015625,139.7109375,2.4453125,956.8359375
1.38834951456,1.58252427184,86.1941747573,9.19417475728,136.45631068,41.6893203883,178.145631068,23.5048543689,158.097087379,2.80582524272,796.40776699
2.41095890411,2.58904109589,86.5890410959,24.3287671233,173.410958904,320.698630137,494.109589041,22.698630137,431.602739726,1,12718.7123288
25/7,10/7,598/7,235/14,1222/7,4043/14,6487/14,232/7,6343/14,1,12627/2

2.9693877551,2.9693877551,86.9540816327,4.9693877551,118.668367347,125.173469388,243.841836735,15.0612244898,195.331632653,1.98469387755,3453.78571429
1.56493506494,1.56493506494,84.8474025974,3.56493506494,57.5746753247,87.2532467532,144.827922078,17.8701298701,118.788961039,1.28246753247,2618.13636364
3.72340425532,4,85.5531914894,15.4468085106,86.4042553191,229.744680851,316.14893617,25.3404255319,284.29787234,1.27659574468,6489.14893617
3.21111111111,4,86.5777777778,14.4222222222,31.5888888889,340.4,371.988888889,22.2666666667,323.744444444,1.78888888889,5076.24444444
2.01886792453,2.67924528302,86.320754717,3.64150943396,62.4528301887,48.7735849057,111.226415094,22.6226415094,97.5283018868,1.66037735849,1956.03773585
3.97222222222,3.98148148148,85.0185185185,1.03703703704,40.3148148148,59.8425925926,100.157407407,18.0648148148,83.2037037037,1.00925925926,821.138888889
3,6.97058823529,85.9705882353,12.9117647059,45.3235294118,383.578431373,428.901960784,16.0784313725,347.578431373,1.99019607843,8175.03921569
3,4.89010989011,83.8901098901,6.67032967033,68.2087912088,141.549450549,209.758241758,21.6263736264,176.285714286,1.2967032967,4145.84615385
3.68085106383,4.89361702128,86.2127659574,23.6595744681,447.531914894,209.127659574,656.659574468,25.1489361702,595.531914894,2.10638297872,8222.0212766
35/18,233/54,2359/27,295/27,260,1007/9,3347/9,554/27,5875/18,145/54,20671/6

1,107/82,3517/41,419/41,30357/82,2018/41,34393/82,2221/82,15899/41,1,361165/82

1,131/67,5573/67,859/67,13257/67,3472/67,16729/67,1684/67,15088/67,1,264292/67

1,31/11,948/11,84/11,1840/11,937/11,2777/11,343/11,2743/11,2,35784/11

1,183/91,7916/91,548/91,632/13,229/7,7401/91,185/13,5871/91,2,20768/13

4,3.312,85.312,11.936,111.344,222.432,333.776,41.328,350.08,1.312,9895.256
4,3.76956521739,85.7695652174,13.3086956522,82.5173913043,284.660869565,367.17826087,27.1434782609,334.065217391,1.76956521739,5600.09130435
4/3,7/3,257/3,11,383/3,220/3,201,35/3,455/3,2,9863/3

1.64230769231,1.71538461538,85.3576923077,10.0730769231,123.65,58.8115384615,182.461538462,17.8461538462,148.576923077,2,2954.59230769
115/99,41/33,85,173/33,18950/99,2923/33,27719/99,1147/33,9221/33,1,56021/9

189/83,242/83,85,574/83,14406/83,5963/83,20369/83,2746/83,19998/83,1,413266/83

1.72549019608,1.36274509804,86,5.36274509804,86.3431372549,79.4117647059,165.754901961,14.362745098,131.656862745,1.36274509804,2286.39215686
2.55652173913,1.77826086957,86,5.77826086957,95.9,56.9739130435,152.873913043,14.7782608696,122.1,1.77826086957,2018.8
2.15596330275,3.6880733945,86.6880733945,13.9082568807,291.183486239,162.788990826,453.972477064,33.5963302752,451.633027523,2,9841.29357798
17/6,7/3,256/3,55/6,153,212/3,671/3,55/2,1267/6,2,3241

3.37704918033,4,83.5573770492,19.9508196721,361.983606557,160.295081967,522.278688525,36.262295082,534.147540984,1.62295081967,7001.72131148
2.44247787611,4,85.8938053097,13.8761061947,312.451327434,111.230088496,423.681415929,30.6548672566,409.849557522,2.55752212389,3223.71681416
1.79562043796,4,85.795620438,6.43065693431,295.167883212,115.649635036,410.817518248,36.3868613139,417.364963504,1,5647.67153285
82/73,4,6214/73,813/73,18946/73,4516/73,23462/73,2509/73,23351/73,1,381703/73

15/8,65/24,86,137/24,140/3,255/8,1885/24,331/12,1741/24,41/24,27419/24

3.90094339623,2.03301886792,86,5.03301886792,57.4716981132,33.9009433962,91.3726415094,28.9339622642,85.3726415094,1.03301886792,854.099056604
4,47/26,1124/13,443/26,7337/26,2329/26,4833/13,937/26,9783/26,1,117901/13

4,2.51807228916,85.9879518072,14.4337349398,263.012048193,99.7590361446,362.771084337,33.4337349398,358.036144578,1,7743.26506024
1.33566433566,3.33216783217,84.6643356643,10.6748251748,121.70979021,65.3741258741,187.083916084,10.6748251748,143.076923077,2.33216783217,1700.68181818
2/5,19/5,428/5,37/5,522/5,49,767/5,37/5,561/5,14/5,4459/5

3.72680412371,3.18041237113,85.7268041237,12,278.113402062,219.551546392,497.664948454,32.9072164948,489.75257732,1.72680412371,13028.1185567
33/10,19/10,853/10,12,1079/5,1423/10,3581/10,156/5,1736/5,13/10,99897/10

160/47,134/47,3908/47,522/47,10571/47,73,14002/47,1402/47,283,61/47,116165/47

1.79661016949,2.44915254237,83.5508474576,8.69491525424,219.288135593,73,292.288135593,18.5762711864,245.220338983,2.10169491525,1585.38135593
531/161,3,85,1401/161,13584/161,14268/161,27852/161,763/23,3840/23,1,115791/23

417/110,3,85,903/110,7167/110,1245/22,6696/55,2204/55,6906/55,1,82299/22

4,101/33,2836/33,12,4999/11,5794/33,20791/33,1411/33,22435/33,3,185080/33

4,3.72680412371,85.2731958763,12,294.567010309,170.912371134,465.479381443,40.0927835052,491.31443299,3,2623.91752577
3.20833333333,4,85.7916666667,35.2083333333,796.9375,197.854166667,994.791666667,29.6458333333,950.541666667,1.79166666667,15394.75
2.86458333333,4,86.1354166667,34.8645833333,758.265625,179.119791667,937.385416667,27.7552083333,878.697916667,2.13541666667,11684.3125
-0.413580246914,-0.530864197531,86.8827160494,7.76543209877,238.771604938,142.12345679,380.895061728,24.3518518519,340.061728395,1,5688.01851852
2.01136363636,1.40909090909,86.3977272727,6.79545454545,150.988636364,134.363636364,285.352272727,25.8068181818,257.613636364,1,4720.46590909
41/28,99/28,1205/14,8,1619/14,1287/28,4525/28,72/7,856/7,43/28,2541

55/28,85/28,1191/14,8,1493/14,1105/28,4091/28,44/7,730/7,29/28,2345

0.472868217054,2.89534883721,85.6317829457,29.7945736434,233.92248062,264.612403101,498.534883721,45.9496124031,554.178294574,1,14143.5542636
1.21739130435,2.33695652174,85.4456521739,25.1413043478,208.608695652,282.108695652,490.717391304,43.902173913,535.565217391,1,11236.75
0.752604166667,0.752604166667,86.7526041667,10.0208333333,69.90625,94.2682291667,164.174479167,22.9479166667,145.338541667,1,2641.88020833
3/71,3/71,6109/71,308/71,6779/71,6340/71,13119/71,2638/71,13446/71,1,199577/71

23/14,18/7,599/7,125/7,1994/7,803/7,2797/7,223/7,5463/14,25/14,8049

2.84033613445,1.7731092437,84.7731092437,19.4537815126,224.983193277,106.731092437,331.714285714,27.8655462185,312.378151261,1.38655462185,6026.05882353
0.267441860465,-0.598837209302,84.5348837209,19.4593023256,137.261627907,130.430232558,267.691860465,24.1395348837,236.308139535,2.13372093023,3501.05813953
1.40963855422,1.11445783133,86.8192771084,8.60843373494,129.837349398,76.7469879518,206.584337349,33.2771084337,199.186746988,2.70481927711,1622.14457831
1.36434108527,0.682170542636,86,13.8682170543,187.720930233,123.775193798,311.496124031,33.4108527132,306.410852713,1,5786.82945736
5/6,5/12,86,125/12,385/2,1463/12,3773/12,385/12,3661/12,1,30149/6

1.73728813559,1.73728813559,86.2457627119,11.2627118644,84.2457627119,103.644067797,187.889830508,19.1271186441,162.915254237,2.24576271186,3067.83898305
2.71176470588,2.71176470588,86.5705882353,10.2882352941,122.9,92.6,215.5,28.5470588235,207.741176471,2.57058823529,2792.71176471
2.75555555556,3.12222222222,87.7555555556,15.0222222222,275.966666667,151.722222222,427.688888889,49.6777777778,493.666666667,1.87777777778,7552.92222222
1.78723404255,3.60638297872,86.7872340426,11.1489361702,172.840425532,178.35106383,351.191489362,40.4787234043,377.468085106,1.39361702128,5583.84042553
1,1,5812/67,754/67,6892/67,5844/67,12736/67,1591/67,11260/67,109/67,177242/67

1,1,351/4,41/4,287/4,485/8,1059/8,99/4,947/8,9/8,2268

162/65,163/65,85,1057/65,2441/13,9609/65,1678/5,2243/65,21718/65,1,151578/13

148/45,77/45,85,226/15,134,8606/45,14636/45,1517/45,14462/45,1,64540/9

49/20,4/5,3471/40,427/40,1513/8,1019/10,11641/40,497/20,2649/10,71/40,11235/2

3.31481481481,4.25925925926,86.3425925926,11.9722222222,122.101851852,86.3333333333,208.435185185,18.7962962963,180.148148148,1.34259259259,3377.62962963
2,1.73214285714,87.7321428571,8.59821428571,227.758928571,37.5357142857,265.294642857,29.2053571429,250.508928571,1,3942.125
2,0.648351648352,86.6483516484,6.97252747253,129.675824176,161.087912088,290.763736264,34.0824175824,288.983516484,1,3691.76923077
2.88306451613,3,85,6.11693548387,89.5080645161,51.689516129,141.197580645,30.3629032258,133.923387097,1,3118.81048387
159/74,3,85,507/74,4127/37,5075/74,13329/74,743/37,11269/74,1,222803/74

1.16216216216,1.74324324324,86,15.6216216216,333.5,145.135135135,478.635135135,33.2972972973,486.918918919,1.58108108108,8954.04054054
1/4,3/8,86,13/2,1453/8,105,2293/8,26,268,9/8,28903/8

3.76086956522,4,85.2391304348,35.7608695652,859.097826087,227.967391304,1087.06521739,32.6847826087,1066.02173913,1.23913043478,21358.826087
2.60447761194,4,86.3955223881,34.6044776119,729.003731343,164.944029851,893.947761194,26.3246268657,824.335820896,2.39552238806,8876.73134328
1.40909090909,2.81818181818,85.2954545455,13.8636363636,120.204545455,156.409090909,276.613636364,33.7045454545,272.727272727,1,5314.43181818
0.109756097561,0.219512195122,85.9451219512,4.76829268293,191.018292683,126.524390244,317.542682927,33.0548780488,311.707317073,1,5610.0304878
2.37593984962,3.06390977444,86.6879699248,9.68796992481,114.729323308,51.0714285714,165.80075188,14.6165413534,132.913533835,2.31203007519,1016.14661654
15/11,17/11,948/11,101/11,137,456/11,1963/11,261/11,1746/11,31/11,8700/11

2.96078431373,2.03921568627,86.0392156863,20.7549019608,173.960784314,305.578431373,479.539215686,27.6470588235,441.774509804,1,9683.95098039
95/27,40/27,2308/27,925/54,4712/27,15673/54,25097/54,98/3,24413/54,1,356699/54

2.51612903226,2.51612903226,86.2741935484,4.51612903226,98.9516129032,112.935483871,211.887096774,15.9677419355,170.629032258,1.75806451613,3184.09677419
15/11,15/11,930/11,37/11,537/11,900/11,1437/11,201/11,1186/11,13/11,27482/11

3.71130952381,4,85.5773809524,15.4226190476,85.1101190476,232.357142857,317.467261905,25.2678571429,285.229166667,1.28869047619,6455.79166667
3.00757575758,4,86.9848484848,14.0151515152,9.81060606061,384.363636364,394.174242424,21.0454545455,339.416666667,1.99242424242,4514.89393939
1.19266055046,2.12844036697,86.871559633,4.74311926606,71.8165137615,44.0917431193,115.908256881,24.5504587156,103.587155963,1.93577981651,2436.06422018
3.08163265306,3.38775510204,85.612244898,2.22448979592,50.4081632653,54.7959183673,105.204081633,20.1428571429,89.7346938776,1.30612244898,1338.57142857
3,233/38,3235/38,395/38,2073/38,10867/38,6470/19,348/19,557/2,65/38,124453/19

3,5.30188679245,84.3018867925,7.90566037736,63.679245283,189.452830189,253.132075472,20.5283018868,210.188679245,1.43396226415,4943.32075472
3.66037735849,4.88679245283,86.2264150943,23.5094339623,445.320754717,207.981132075,653.301886792,25.0943396226,592.358490566,2.11320754717,8165.69811321
1.49541284404,4.16513761468,87.6697247706,7.63302752294,211.504587156,86.7431192661,298.247706422,19.3211009174,256.788990826,2.83486238532,2209.88073394
1,113/80,1707/20,213/20,5467/16,993/20,31307/80,2141/80,2887/8,1,346269/80

1,18/11,929/11,127/11,3106/11,556/11,3662/11,287/11,3354/11,1,45871/11

1,2.64925373134,86.3507462687,7.29850746269,142.440298507,74.2014925373,216.641791045,27.6343283582,210.679104478,2,2906.61940299
1,227/97,8406/97,648/97,9410/97,5249/97,14659/97,2051/97,13571/97,2,220458/97

4,3.22272727273,85.2227272727,11.6681818182,116.968181818,210.290909091,327.259090909,44.0954545455,353.204545455,1.22272727273,10733.2590909
4,3.67391304348,85.6739130435,13.0217391304,88.5434782609,271.652173913,360.195652174,30.1086956522,337.413043478,1.67391304348,6497.97826087
1.38679245283,2.22641509434,85.6132075472,10.8396226415,126.971698113,70.820754717,197.79245283,12.7358490566,151.132075472,2,3230.03773585
1.64566929134,1.70866141732,85.3543307087,10.062992126,123.606299213,58.6535433071,182.25984252,17.9133858268,148.543307087,2,2950.96850394
1.60689655172,1.91034482759,85,5.91034482759,184.289655172,81.8965517241,266.186206897,34.0896551724,264.062068966,1,5727.4
43/17,56/17,85,124/17,2882/17,1157/17,4039/17,556/17,3948/17,1,79856/17

1.32941176471,1.16470588235,86,5.16470588235,81.7882352941,90.1058823529,171.894117647,14.1647058824,136.211764706,1.16470588235,2413.92941176
2.85046728972,1.92523364486,86,5.92523364486,99.2803738318,49.0373831776,148.317757009,14.9252336449,118.719626168,1.92523364486,1924.14953271
2.13461538462,3.73076923077,86.7307692308,14.0576923077,295.538461538,165.692307692,461.230769231,33.7884615385,459.211538462,2,10049.3076923
2.57978723404,2.84042553191,85.8404255319,10.9414893617,204.723404255,105.14893617,309.872340426,29.7819148936,301.175531915,2,5711.55319149
3.57364341085,4,83.0658914729,21.2286821705,372.403100775,170.61627907,543.019379845,37.4418604651,560.294573643,1.42635658915,7796.45348837
17/8,4,1387/16,189/16,2365/8,1513/16,6243/16,115/4,2941/8,23/8,31045/16

19/10,4,859/10,57/10,3007/10,124,4247/10,367/10,865/2,1,57127/10

33/28,4,2385/28,43/4,7349/28,464/7,1315/4,967/28,9181/28,1,21053/4

1.015625,2.99479166667,86,5.99479166667,42.0833333333,31.015625,73.0989583333,27.0104166667,67.0989583333,1.99479166667,1264.77604167
149/59,147/59,86,324/59,2958/59,1919/59,4877/59,1653/59,4523/59,88/59,61943/59

4,1.78488372093,86.476744186,17.1220930233,282.808139535,89.25,372.058139535,36.1220930233,376.854651163,1,9111.88372093
4,125/38,1624/19,441/38,9203/38,4211/38,353,1163/38,12853/38,1,119763/19

29/16,99/32,1347/16,395/32,4177/32,2359/32,817/4,395/32,2541/16,67/32,67613/32

4/15,58/15,1286/15,104/15,1529/15,140/3,743/5,104/15,539/5,43/15,11648/15

3.95145631068,3.85436893204,85.9514563107,12,310.912621359,260.213592233,571.126213592,33.8058252427,564.786407767,1.95145631068,14627.4174757
3.42660550459,2.27981651376,85.4266055046,12,234.28440367,165.21559633,399.5,31.7064220183,389.486238532,1.42660550459,10891.0045872
2.79710144928,2.69927536232,83.3007246377,10.1956521739,222.789855072,73,295.789855072,25.5797101449,268.731884058,1.60144927536,2136.90217391
31/42,367/168,14081/168,199/28,2587/12,73,3463/12,67/6,18509/84,221/84,8015/8

293/91,3,85,799/91,612/7,656/7,1268/7,417/13,2256/13,1,68121/13

130/37,3,85,314/37,2811/37,2761/37,5572/37,1339/37,5508/37,1,165354/37

4,565/168,14387/168,12,2673/7,4163/24,93293/168,1745/42,99833/168,3,12760/3

4,319/86,7335/86,12,12847/43,14709/86,40403/86,1727/43,42679/86,3,116200/43

10/3,4,257/3,106/3,811,614/3,3047/3,91/3,2930/3,5/3,16744

2.97619047619,4,86.0238095238,34.9761904762,770.821428571,185.202380952,956.023809524,28.369047619,902.023809524,2.02380952381,12889
0.0174418604651,-0.186046511628,86.7965116279,7.59302325581,223.168604651,140.744186047,363.912790698,24.6104651163,325.406976744,1,5516.04069767
3.62643678161,2.70114942529,86.0747126437,6.14942528736,92.5229885057,129.195402299,221.718390805,26.775862069,202.701149425,1,4076.05172414
23/17,62/17,1467/17,8,2000/17,806/17,2806/17,190/17,2147/17,28/17,43939/17

1.57738095238,3.42261904762,85.8452380952,8,113.607142857,44.494047619,158.101190476,9.38095238095,118.214285714,1.42261904762,2496.66666667
0.0344827586207,3.22413793103,85.7413793103,32.5344827586,248.827586207,254.310344828,503.137931034,47.1551724138,565.137931034,1,15855.1206897
2.96774193548,1.02419354839,85.0080645161,14.2016129032,149.096774194,323.241935484,472.338709677,39.0887096774,491.806451613,1,4402.94354839
0.936363636364,0.936363636364,86.9363636364,11.4909090909,63.2909090909,95.5545454545,158.845454545,19.2727272727,133.945454545,1,2598.14545455
0.336633663366,0.336633663366,86.3366336634,6.69306930693,84.8811881188,91.3564356436,176.237623762,31.2673267327,171.128712871,1,2740.88118812
1.87142857143,2.41904761905,85.419047619,18.1619047619,273.428571429,113.19047619,386.619047619,31.0952380952,375.357142857,1.70952380952,7662.86666667
3.72222222222,1.18518518519,84.1851851852,20.6296296296,180.888888889,100.851851852,281.740740741,24.9259259259,255.055555556,1.09259259259,4536.25925926
0.718518518519,0.0777777777778,85.437037037,15.1740740741,134.32962963,109.22962963,243.559259259,27.7481481481,221.648148148,2.35925925926,2759.03703704
11/8,17/16,347/4,143/16,2081/16,627/8,3335/16,33,3205/16,43/16,13433/8

1.40322580645,0.701612903226,86,14.1209677419,187.370967742,123.911290323,311.282258065,33.5080645161,306.508064516,1,5842.62903226
16/29,8/29,86,249/29,5656/29,3507/29,9163/29,910/29,8827/29,1,134001/29

11/6,11/6,1553/18,67/6,1585/18,923/9,3431/18,361/18,502/3,41/18,54733/18

3.04230769231,3.04230769231,86.6807692308,9.95769230769,136.011538462,88.8538461538,224.865384615,31.7423076923,222.946153846,2.68076923077,2699.38846154
11/4,25/8,351/4,15,2203/8,1215/8,1709/4,397/8,493,15/8,60333/8

1.328125,3.8359375,86.328125,9.3125,123.9453125,190.9765625,314.921875,36.1171875,322.375,1.1640625,4650.2421875
1,1,86.3580246914,11.6419753086,114.901234568,97.512345679,212.413580247,23.3580246914,187.277777778,1.82098765432,2791.38271605
1,1,871/10,109/10,919/10,1557/20,679/4,241/10,3011/20,29/20,12562/5

2.29770992366,2.70229007634,85,16.5534351145,200.904580153,137.22519084,338.129770992,34.7022900763,337.236641221,1,12756.4045802
3.78512396694,1.21487603306,85,14.3223140496,100.504132231,218.289256198,318.79338843,33.2148760331,313.438016529,1,4374.82644628
2.55244755245,1.20979020979,86.7237762238,10.8286713287,181.185314685,100.055944056,281.241258741,24.1328671329,254.86013986,1.72377622378,5352.16083916
67/21,79/21,3629/42,165/14,5533/42,620/7,9253/42,59/3,577/3,59/42,11099/3

2,144/89,7798/89,750/89,19351/89,4499/89,23850/89,2645/89,22656/89,1,348502/89

2,0.597826086957,86.597826087,6.89673913043,125.10326087,166.847826087,291.951086957,34.3097826087,290.777173913,1,3680.09782609
2.72068965517,3,85,6.27931034483,94.3793103448,55.424137931,149.803448276,28.0896551724,137.982758621,1,3094.94137931
399/160,3,85,1041/160,1619/16,9703/160,25893/160,1993/80,4597/32,1,489853/160

1.33823529412,2.00735294118,86,17.3823529412,362.816176471,152.882352941,515.698529412,34.7058823529,529.176470588,1.66911764706,9985.03676471
0.661654135338,0.992481203008,86,10.6165413534,250.165413534,123.112781955,373.278195489,29.2932330827,366.796992481,1.33082706767,6023.31578947
3.02702702703,4,85.972972973,35.027027027,776.540540541,187.972972973,964.513513514,28.6486486486,912.648648649,1.97297297297,13437.7297297
2.10280373832,4,86.8971962617,34.1028037383,672.565420561,137.602803738,810.168224299,23.5654205607,719.485981308,2.89719626168,3461.6635514
7/6,7/3,1025/12,73/6,1601/12,905/6,1137/4,403/12,280,1,64435/12

0.610619469027,1.22123893805,85.6946902655,8.27433628319,163.721238938,138.044247788,301.765486726,33.3053097345,296.681415929,1,5496.0840708
2.48275862069,3.22413793103,86.7413793103,9.74137931034,112.379310345,52.0862068966,164.465517241,13.6551724138,130.189655172,2.25862068966,1039.9137931
1.96078431373,2.44117647059,86.4803921569,9.48039215686,123.862745098,47.1274509804,170.990196078,18.3529411765,143.5,2.51960784314,923.774509804
2.92682926829,2.07317073171,86.0731707317,20.9756097561,173.926829268,306.512195122,480.43902439,27.3414634146,441.146341463,1,9871.36585366
3.94805194805,1.05194805195,85.0519480519,14.3376623377,174.948051948,278.428571429,453.376623377,36.5324675325,460.038961039,1,4234.72727273
55/21,55/21,605/7,97/21,724/7,810/7,1534/7,331/21,3701/21,38/21,9736/3

1.12359550562,1.12359550562,84.1853932584,3.12359550562,38.3764044944,75.3370786517,113.713483146,18.7528089888,94.7359550562,1.06179775281,2355.53932584
92/25,4,2141/25,384/25,2044/25,5978/25,8022/25,627/25,7191/25,33/25,159236/25

3.28187919463,4,86.4362416107,14.5637583893,39.1610738255,325.11409396,364.275167785,22.6912751678,318.295302013,1.71812080537,5271.42281879
1.86283185841,2.57522123894,86.4247787611,3.84955752212,64.2212389381,47.889380531,112.110619469,22.9867256637,98.6725663717,1.71238938053,2046.69469027
3.32941176471,3.55294117647,85.4470588235,1.89411764706,47.6,56.2,103.8,19.5647058824,87.9176470588,1.22352941176,1194.61176471
3,47/8,679/8,77/8,459/8,2049/8,627/2,19,2059/8,13/8,24213/4

3,4.91463414634,83.9146341463,6.74390243902,67.9390243902,144.402439024,212.341463415,21.5609756098,178.304878049,1.30487804878,4193.34146341
89/32,147/32,1389/16,273/16,2803/8,635/4,4073/8,91/4,14595/32,77/32,183911/32

1.42045454545,4.14015151515,87.7196969697,7.08333333333,203.409090909,82.5454545455,285.954545455,19.1212121212,245.170454545,2.85984848485,2003.67045455
1,1.39545454545,85.4181818182,10.5818181818,346.204545455,49.5818181818,395.786363636,26.8136363636,365.136363636,1,4340.41363636
1,1.87628865979,83.4948453608,12.5051546392,218.783505155,51.5051546392,270.288659794,25.3711340206,244.927835052,1,4000.46391753
1,193/74,6393/74,267/37,10093/74,5293/74,7693/37,1981/74,14893/74,2,208845/74

1,9/4,347/4,13/2,335/4,193/4,132,77/4,477/4,2,8351/4

4,237/68,5813/68,847/68,6829/68,246,23557/68,2445/68,23393/68,101/68,562261/68

4,3.88636363636,85.8863636364,13.6590909091,75.1590909091,300.545454545,375.704545455,23.5227272727,329.977272727,1.88636363636,4503.70454545
1.19090909091,2.61818181818,85.8090909091,11.4272727273,129.518181818,80.0272727273,209.545454545,8.81818181818,153.090909091,2,3441.2
1.77197802198,1.45604395604,85.228021978,9.68406593407,121.964285714,52.717032967,174.681318681,20.4395604396,147.28021978,2,2814.80769231
1.57638888889,1.86458333333,85,5.86458333333,184.777777778,82.3541666667,267.131944444,34.1354166667,265.114583333,1,5761.46180556
164/57,145/38,85,297/38,9346/57,1194/19,12928/57,1223/38,8369/38,1,491239/114

29/20,49/40,86,209/40,3327/40,1737/20,6801/40,569/40,5393/40,49/40,23751/10

2.45384615385,1.72692307692,86,5.72692307692,94.7192307692,59.7461538462,154.465384615,14.7269230769,123.280769231,1.72692307692,2051.86153846
2.31690140845,3.3661971831,86.3661971831,12.7816901408,258.352112676,140.901408451,399.253521127,32.1478873239,394.5,2,8273.11267606
17/6,7/3,256/3,55/6,153,212/3,671/3,55/2,1267/6,2,3241

3.60447761194,4,82.9888059701,21.4291044776,374.037313433,172.235074627,546.27238806,37.6268656716,564.395522388,1.39552238806,7921.10074627
2.39240506329,4,86.0189873418,13.5506329114,309.797468354,108.601265823,418.398734177,30.3544303797,403.189873418,2.60759493671,3021.29746835
1.75961538462,4,85.7596153846,6.68269230769,293.259615385,112.769230769,406.028846154,36.2788461538,412.144230769,1,5625.24038462
135/92,4,7863/92,803/92,25555/92,2056/23,33779/92,3257/92,34019/92,1,500773/92

1.49662162162,2.83445945946,86,5.83445945946,44.6486486486,31.4966216216,76.1452702703,27.3310810811,70.1452702703,1.83445945946,1196.31418919
2.94758064516,2.35080645161,86,5.35080645161,52.3870967742,32.9475806452,85.3346774194,28.2983870968,79.3346774194,1.35080645161,989.794354839
4,55/37,3207/37,674/37,10762/37,3144/37,13906/37,1377/37,14227/37,1,357749/37

4,3.40548780488,85.3963414634,11.1798780488,239.051829268,112.478658537,351.530487805,30.1798780488,335.259146341,1,6086.75609756
1.85245901639,3.0737704918,84.1475409836,12.4836065574,131.270491803,74.4180327869,205.68852459,12.4836065574,160.131147541,2.0737704918,2147.45081967
